datetime,contentID,username,person_count,age,gender,proximity,emotions,actions,gazes,audio_reactions,imageurl,audiourl,derived_emotions,attention
2021-12-19 08:50:10,ca3dc0a3-448e-486f-9d32-e15bccde0170,ahart,3,44,female,5,"[[0.5223264755, 'fear'], [0.161292282, 'happy'], [0.0550356191, 'neutral'], [0.052616173200000005, 'angry'], [0.0326926051, 'surprise'], [0.1760368451, 'sad']]",jumping,looking_away,scream,mullins_green.com,bryant-holmes_frederick-braun.biz,fear,0
2021-12-19 08:50:15,ca3dc0a3-448e-486f-9d32-e15bccde0170,icohen,2,70,male,5,"[[0.34231392380000003, 'fear'], [0.1145608364, 'neutral'], [0.0205026625, 'surprise'], [0.0653502033, 'sad'], [0.1730685353, 'happy'], [0.2842038387, 'angry']]",sitting,looking_straight,cheer,gonzalez_ball-montoya.com,lowery_keller-smith.net,fear,1
2021-12-19 08:50:20,ca3dc0a3-448e-486f-9d32-e15bccde0170,rebeccawalsh,5,22,male,10,"[[0.1251072883, 'sad'], [0.24178893410000002, 'neutral'], [0.0810151516, 'happy'], [0.006850722500000001, 'fear'], [0.1027495192, 'surprise'], [0.44248838430000004, 'angry']]",sitting,looking_straight,scream,jones_hunter.biz,mason_roy.com,angry,1
2021-12-19 08:50:25,ca3dc0a3-448e-486f-9d32-e15bccde0170,wcole,1,55,male,5,"[[0.2790958836, 'fear'], [0.0082077967, 'surprise'], [0.1219824392, 'angry'], [0.3196957818, 'sad'], [0.10092422790000001, 'neutral'], [0.17009387080000002, 'happy']]",sitting,looking_straight,scream,reynolds_montgomery.com,bray-sanford_williams.biz,sad,1
2021-12-19 08:50:30,ca3dc0a3-448e-486f-9d32-e15bccde0170,espinozacrystal,2,29,female,6,"[[0.2182105899, 'angry'], [0.2656677228, 'neutral'], [0.1565935481, 'happy'], [0.13757807060000002, 'surprise'], [0.1948154008, 'sad'], [0.0271346678, 'fear']]",dancing,looking_straight,scream,wheeler-todd_jenkins-mendoza.com,ford_brewer.com,neutral,1
2021-12-19 08:50:35,ca3dc0a3-448e-486f-9d32-e15bccde0170,david60,1,40,female,10,"[[0.0646187721, 'angry'], [0.1591722833, 'sad'], [0.1418857987, 'neutral'], [0.2530244189, 'fear'], [0.0432991571, 'surprise'], [0.3379995699, 'happy']]",talking,looking_away,LaughOutLoud,morales_davis.com,fischer_baxter.net,happy,0
2021-12-19 08:50:40,ca3dc0a3-448e-486f-9d32-e15bccde0170,sherrivargas,3,79,male,7,"[[0.0497425076, 'angry'], [0.07161698400000001, 'fear'], [0.0418937931, 'sad'], [0.0095738401, 'happy'], [0.7269126666, 'surprise'], [0.1002602085, 'neutral']]",walking,looking_straight,scream,brown-livingston_serrano.com,sanchez_mathews.biz,surprise,1
2021-12-19 08:50:45,ca3dc0a3-448e-486f-9d32-e15bccde0170,brittany36,3,44,female,5,"[[0.3267786985, 'angry'], [0.15192533630000002, 'happy'], [0.2562496051, 'fear'], [0.09926013730000001, 'sad'], [0.127806152, 'surprise'], [0.0379800708, 'neutral']]",dancing,looking_away,cheer,palmer_jones.org,lane_anderson.com,angry,0
2021-12-19 08:50:50,ca3dc0a3-448e-486f-9d32-e15bccde0170,tyler56,2,35,female,6,"[[0.1376873676, 'happy'], [0.010705460600000001, 'angry'], [0.2792661658, 'neutral'], [0.2495102814, 'sad'], [0.22596071580000002, 'surprise'], [0.0968700088, 'fear']]",walking,looking_straight,cheer,jarvis-curry_horton-haas.com,ford_salas-king.com,neutral,1
2021-12-19 08:50:55,ca3dc0a3-448e-486f-9d32-e15bccde0170,jenniferbrown,4,71,male,10,"[[0.0694156615, 'angry'], [0.4625171785, 'neutral'], [0.3583416715, 'surprise'], [0.0383025413, 'happy'], [0.0287000141, 'sad'], [0.0427229332, 'fear']]",talking,looking_away,cheer,carr_pineda.com,williams_burns-hernandez.com,neutral,0
2021-12-19 08:51:00,ca3dc0a3-448e-486f-9d32-e15bccde0170,susanking,2,37,male,7,"[[0.0917178688, 'happy'], [0.2590472269, 'fear'], [0.4044053602, 'surprise'], [0.21355296070000002, 'angry'], [0.0298403726, 'sad'], [0.0014362107, 'neutral']]",talking,looking_away,scream,campbell_wright-torres.com,hart_wilson.com,surprise,0
2021-12-19 08:51:05,ca3dc0a3-448e-486f-9d32-e15bccde0170,wwilliams,4,89,female,5,"[[0.0303682673, 'happy'], [0.5834924546, 'fear'], [0.011044440400000001, 'neutral'], [0.22932233000000002, 'surprise'], [0.049426191800000005, 'angry'], [0.0963463159, 'sad']]",sitting,looking_away,cheer,gamble-wilson_berry.org,small-foster_banks-wright.com,fear,0
2021-12-19 08:51:10,ca3dc0a3-448e-486f-9d32-e15bccde0170,greentammy,1,80,female,6,"[[0.0202944174, 'angry'], [0.0135202004, 'neutral'], [0.2657143329, 'happy'], [0.3570279783, 'sad'], [0.3402155492, 'fear'], [0.0032275219, 'surprise']]",sitting,looking_straight,LaughOutLoud,watkins_jenkins.com,jackson_nguyen.com,sad,1
2021-12-19 08:51:15,ca3dc0a3-448e-486f-9d32-e15bccde0170,iblair,2,82,female,8,"[[0.0700632266, 'happy'], [0.2118544041, 'angry'], [0.2407644938, 'fear'], [0.2402136756, 'sad'], [0.1764400439, 'surprise'], [0.0606641562, 'neutral']]",talking,looking_straight,scream,price_adams.com,green_rogers.biz,fear,1
2021-12-19 08:51:20,ca3dc0a3-448e-486f-9d32-e15bccde0170,willie08,5,14,male,7,"[[0.0857984814, 'surprise'], [0.027934418000000003, 'fear'], [0.0333791196, 'neutral'], [0.14442890930000002, 'happy'], [0.0861374877, 'sad'], [0.6223215841, 'angry']]",talking,looking_straight,scream,cook_carr.com,roberts_coleman-sawyer.com,angry,1
2021-12-19 08:51:25,ca3dc0a3-448e-486f-9d32-e15bccde0170,bushjoshua,2,81,male,6,"[[0.10846863150000001, 'angry'], [0.2460676812, 'fear'], [0.012384764000000001, 'surprise'], [0.1664141754, 'neutral'], [0.033930941, 'sad'], [0.4327338068, 'happy']]",walking,looking_straight,cheer,fuller_miller.biz,lynch_castillo.com,happy,1
2021-12-19 08:51:30,ca3dc0a3-448e-486f-9d32-e15bccde0170,dmarsh,3,90,male,9,"[[0.0464290627, 'neutral'], [0.1215047672, 'angry'], [0.3075014844, 'sad'], [0.0516414607, 'surprise'], [0.1038999329, 'fear'], [0.3690232921, 'happy']]",dancing,looking_away,cheer,yoder_bridges.com,osborne_diaz.com,happy,0
2021-12-19 08:51:35,ca3dc0a3-448e-486f-9d32-e15bccde0170,ifrench,2,80,male,6,"[[0.1098860033, 'sad'], [0.1380106879, 'neutral'], [0.0234687181, 'angry'], [0.0343752191, 'fear'], [0.41154750770000004, 'surprise'], [0.28271186400000003, 'happy']]",dancing,looking_straight,LaughOutLoud,wilson-perez_king.org,taylor-barber_reyes.com,surprise,1
2021-12-19 08:51:40,ca3dc0a3-448e-486f-9d32-e15bccde0170,christopher36,4,19,female,5,"[[0.606261479, 'angry'], [0.0510597483, 'surprise'], [0.045423772800000005, 'sad'], [0.11985802220000001, 'neutral'], [0.10738568130000001, 'happy'], [0.0700112965, 'fear']]",talking,looking_away,scream,williamson_johnson-williams.net,blanchard-simon_harris-gordon.net,angry,0
2021-12-19 08:51:45,ca3dc0a3-448e-486f-9d32-e15bccde0170,alvaradoadam,1,51,female,10,"[[0.1373654511, 'angry'], [0.13783539820000001, 'neutral'], [0.19289870080000002, 'sad'], [0.20709890690000002, 'happy'], [0.11225853200000001, 'fear'], [0.212543011, 'surprise']]",jumping,looking_straight,scream,boone-morris_bell-kemp.net,russell_jefferson.com,surprise,1
2021-12-19 08:51:50,ca3dc0a3-448e-486f-9d32-e15bccde0170,jacob48,3,67,male,9,"[[0.0459618118, 'angry'], [0.1502795374, 'sad'], [0.14999975340000002, 'surprise'], [0.0218845834, 'neutral'], [0.6012681552, 'fear'], [0.0306061589, 'happy']]",walking,looking_away,cheer,higgins-hutchinson_riddle.com,mcdonald_brown.info,fear,0
2021-12-19 08:51:55,ca3dc0a3-448e-486f-9d32-e15bccde0170,rachel06,4,65,male,5,"[[0.056385614300000005, 'neutral'], [0.2709639567, 'surprise'], [0.011619458800000001, 'sad'], [0.3361571257, 'angry'], [0.0548580891, 'fear'], [0.2700157553, 'happy']]",sitting,looking_away,scream,hill_west-phillips.com,griffith_wu-herrera.com,angry,0
2021-12-19 08:52:00,ca3dc0a3-448e-486f-9d32-e15bccde0170,waltonlindsay,1,88,male,7,"[[0.22843629880000002, 'angry'], [0.0921994076, 'happy'], [0.1354000038, 'fear'], [0.0068073281, 'surprise'], [0.1804551764, 'sad'], [0.3567017854, 'neutral']]",sitting,looking_away,LaughOutLoud,martinez_savage.com,perez-barber_johnson-smith.com,neutral,0
2021-12-19 08:52:05,ca3dc0a3-448e-486f-9d32-e15bccde0170,michael73,3,69,female,6,"[[0.1920554632, 'happy'], [0.19901879590000002, 'sad'], [0.1999473864, 'neutral'], [0.19644626310000002, 'fear'], [0.1839036275, 'angry'], [0.0286284639, 'surprise']]",jumping,looking_straight,scream,johnson_allen.com,bradford-lee_mathews.biz,neutral,1
2021-12-19 08:52:10,ca3dc0a3-448e-486f-9d32-e15bccde0170,aphelps,4,87,male,7,"[[0.1864967371, 'surprise'], [0.25908577380000003, 'sad'], [0.0986732012, 'neutral'], [0.0564533238, 'angry'], [0.1230525618, 'happy'], [0.2762384023, 'fear']]",dancing,looking_straight,LaughOutLoud,cannon_peterson.com,brooks_thomas.com,fear,1
2021-12-19 08:52:15,ca3dc0a3-448e-486f-9d32-e15bccde0170,briansmith,2,15,male,5,"[[0.5256418725, 'fear'], [0.0999183419, 'sad'], [0.0379997578, 'surprise'], [0.0119854891, 'happy'], [0.18690510170000002, 'neutral'], [0.137549437, 'angry']]",talking,looking_straight,LaughOutLoud,turner_nguyen.org,travis-silva_weaver-ellis.com,fear,1
2021-12-19 08:52:20,ca3dc0a3-448e-486f-9d32-e15bccde0170,eday,2,85,female,6,"[[0.23858258980000002, 'fear'], [0.1103056688, 'angry'], [0.0007231404000000001, 'sad'], [0.1264523261, 'neutral'], [0.41124791780000003, 'happy'], [0.1126883572, 'surprise']]",walking,looking_away,cheer,zhang_griffin-coleman.com,nguyen-carpenter_carson.biz,happy,0
2021-12-19 08:52:25,ca3dc0a3-448e-486f-9d32-e15bccde0170,cooperalexander,4,17,female,7,"[[0.10295298530000001, 'surprise'], [0.1335977324, 'neutral'], [0.4856780154, 'fear'], [0.0367963258, 'happy'], [0.1423477973, 'angry'], [0.0986271438, 'sad']]",dancing,looking_straight,cheer,lawson-james_garner.org,mercer-vargas_davidson-villa.com,fear,1
2021-12-19 08:52:30,ca3dc0a3-448e-486f-9d32-e15bccde0170,nwashington,2,86,male,5,"[[0.2542052423, 'neutral'], [0.022318273700000002, 'sad'], [0.1685370175, 'fear'], [0.3953914886, 'surprise'], [0.1136821105, 'happy'], [0.0458658673, 'angry']]",dancing,looking_straight,LaughOutLoud,murphy_estrada.com,davis-morales_stephens-cruz.com,surprise,1
2021-12-19 08:52:35,ca3dc0a3-448e-486f-9d32-e15bccde0170,waguirre,4,21,female,6,"[[0.2138973801, 'sad'], [0.13804014380000001, 'surprise'], [0.1440887402, 'neutral'], [0.3240515624, 'angry'], [0.1213753124, 'fear'], [0.058546861000000006, 'happy']]",talking,looking_away,cheer,horn_garcia.net,parker_atkinson-berry.info,angry,0
2021-12-19 08:52:40,fd12f41f-2fb4-4a90-8247-80cc61268010,xshaw,5,79,female,9,"[[0.0746425716, 'angry'], [0.030141228000000003, 'surprise'], [0.44439181050000004, 'happy'], [0.039950020100000004, 'fear'], [0.194885369, 'sad'], [0.2159890008, 'neutral']]",jumping,looking_straight,cheer,olson-schmidt_pham.com,miller_matthews.org,happy,1
2021-12-19 08:52:45,fd12f41f-2fb4-4a90-8247-80cc61268010,johnanderson,3,84,male,7,"[[0.5493664777, 'sad'], [0.1876370453, 'neutral'], [0.10102605020000001, 'surprise'], [0.053395297, 'fear'], [0.0550076752, 'happy'], [0.0535674547, 'angry']]",dancing,looking_away,scream,dominguez-flores_burch.com,stevens_mcintyre.com,sad,0
2021-12-19 08:52:50,fd12f41f-2fb4-4a90-8247-80cc61268010,ethompson,5,84,female,8,"[[0.42163307980000003, 'angry'], [0.0244103453, 'fear'], [0.0043132713, 'surprise'], [0.1161460629, 'neutral'], [0.3107331491, 'happy'], [0.1227640915, 'sad']]",jumping,looking_away,cheer,martinez_jordan.com,kemp-sanders_ingram-smith.org,angry,0
2021-12-19 08:52:55,fd12f41f-2fb4-4a90-8247-80cc61268010,grant96,4,56,male,8,"[[0.19310931520000002, 'sad'], [0.3125977111, 'fear'], [0.08372803050000001, 'happy'], [0.1850752977, 'neutral'], [0.19495391380000002, 'angry'], [0.030535731700000002, 'surprise']]",walking,looking_straight,LaughOutLoud,hill_walker.info,taylor_molina.com,fear,1
2021-12-19 08:53:00,fd12f41f-2fb4-4a90-8247-80cc61268010,brandi89,3,72,male,9,"[[0.1420395746, 'happy'], [0.0018638957, 'fear'], [0.5172159452, 'angry'], [0.1986985045, 'surprise'], [0.0743334481, 'neutral'], [0.0658486318, 'sad']]",jumping,looking_away,scream,henderson-cole_fitzgerald.com,ortiz_davis.com,angry,0
2021-12-19 08:53:05,fd12f41f-2fb4-4a90-8247-80cc61268010,judith83,2,86,male,10,"[[0.056044020400000005, 'happy'], [0.0692970135, 'surprise'], [0.0126319058, 'neutral'], [0.2216835577, 'sad'], [0.3784469144, 'angry'], [0.2618965882, 'fear']]",jumping,looking_away,LaughOutLoud,davis_cruz.org,drake-tran_davidson.com,angry,0
2021-12-19 08:53:10,fd12f41f-2fb4-4a90-8247-80cc61268010,michellefranco,5,69,male,10,"[[0.0347483836, 'angry'], [0.0084226874, 'neutral'], [0.08173783550000001, 'surprise'], [0.3522682394, 'happy'], [0.35021300040000003, 'fear'], [0.1726098536, 'sad']]",sitting,looking_away,cheer,best_rowe-strickland.info,mcneil-stevens_keller.com,happy,0
2021-12-19 08:53:15,fd12f41f-2fb4-4a90-8247-80cc61268010,vking,3,25,female,7,"[[0.0884412152, 'happy'], [0.0855088742, 'neutral'], [0.1385910672, 'sad'], [0.1251872688, 'angry'], [0.4282745657, 'surprise'], [0.133997009, 'fear']]",walking,looking_straight,scream,taylor_blackburn-smith.info,hanson_hayes.com,surprise,1
2021-12-19 08:53:20,fd12f41f-2fb4-4a90-8247-80cc61268010,wallacecorey,3,78,male,6,"[[0.0111371125, 'angry'], [0.0317169366, 'fear'], [0.153886678, 'neutral'], [0.1723751182, 'surprise'], [0.3774483833, 'sad'], [0.2534357714, 'happy']]",jumping,looking_away,LaughOutLoud,kelly_strickland.com,matthews_rodriguez.com,sad,0
2021-12-19 08:53:25,fd12f41f-2fb4-4a90-8247-80cc61268010,pattersoncarol,5,22,female,6,"[[0.4974852209, 'angry'], [0.1700676511, 'happy'], [0.1502816835, 'neutral'], [0.0020661995, 'surprise'], [0.11844447200000001, 'sad'], [0.0616547729, 'fear']]",talking,looking_straight,scream,sloan_garcia.net,wagner-walker_roberts-booker.com,angry,1
2021-12-19 08:53:30,fd12f41f-2fb4-4a90-8247-80cc61268010,michaelreeves,1,47,male,8,"[[0.0255441188, 'happy'], [0.1463106818, 'neutral'], [0.48261127060000003, 'fear'], [0.0237992403, 'sad'], [0.3013561738, 'surprise'], [0.0203785147, 'angry']]",jumping,looking_straight,LaughOutLoud,smith-martinez_brown.com,bradley_skinner-sharp.com,fear,1
2021-12-19 08:53:35,fd12f41f-2fb4-4a90-8247-80cc61268010,herreranicole,1,22,male,7,"[[0.1907832828, 'surprise'], [0.2445447004, 'angry'], [0.18721908980000002, 'fear'], [0.054717203400000004, 'neutral'], [0.14211001040000001, 'happy'], [0.1806257131, 'sad']]",sitting,looking_straight,LaughOutLoud,hudson-chandler_thornton-pratt.com,barrera_delgado-martin.com,angry,1
2021-12-19 08:53:40,fd12f41f-2fb4-4a90-8247-80cc61268010,allenjohn,3,53,male,7,"[[0.4357495628, 'sad'], [0.063786836, 'angry'], [0.1320616003, 'happy'], [0.0065968573, 'surprise'], [0.1862334544, 'fear'], [0.1755716891, 'neutral']]",talking,looking_straight,cheer,gregory_watts.com,smith-david_west.com,sad,1
2021-12-19 08:53:45,fd12f41f-2fb4-4a90-8247-80cc61268010,ohogan,3,23,female,8,"[[0.3123755864, 'happy'], [0.0745194358, 'angry'], [0.1527899852, 'neutral'], [0.1031510867, 'sad'], [0.1038049251, 'fear'], [0.2533589808, 'surprise']]",dancing,looking_straight,scream,ramos_owens-potter.com,ramos-little_benjamin.com,happy,1
2021-12-19 08:53:50,fd12f41f-2fb4-4a90-8247-80cc61268010,willisjimmy,3,24,male,7,"[[0.29933081300000003, 'neutral'], [0.0207253649, 'surprise'], [0.5218840189, 'sad'], [0.0403726144, 'happy'], [0.0069851502, 'angry'], [0.11070203860000001, 'fear']]",walking,looking_away,scream,green-mcconnell_scott.com,carey-walker_faulkner.com,sad,0
2021-12-19 08:53:55,fd12f41f-2fb4-4a90-8247-80cc61268010,grantphelps,1,89,female,9,"[[0.0023352647, 'sad'], [0.33177824240000003, 'neutral'], [0.3440711415, 'fear'], [0.0195136506, 'happy'], [0.036160551, 'angry'], [0.26614114980000003, 'surprise']]",talking,looking_away,scream,lee_bennett-huynh.com,mccullough_hall.org,fear,0
2021-12-19 08:54:00,fd12f41f-2fb4-4a90-8247-80cc61268010,myerskenneth,2,57,male,9,"[[0.152845852, 'fear'], [0.1606824751, 'neutral'], [0.16905250030000002, 'sad'], [0.2825160934, 'angry'], [0.18805884990000002, 'happy'], [0.046844229300000005, 'surprise']]",walking,looking_straight,scream,lane_jacobs.org,osborne_allen.com,angry,1
2021-12-19 08:54:05,fd12f41f-2fb4-4a90-8247-80cc61268010,teresasalazar,1,35,male,8,"[[0.0082734482, 'sad'], [0.4796380457, 'neutral'], [0.1003324418, 'surprise'], [0.0105237345, 'angry'], [0.3020174511, 'fear'], [0.09921487870000001, 'happy']]",walking,looking_straight,cheer,shepard_stephenson.com,white_decker.com,neutral,1
2021-12-19 08:54:10,fd12f41f-2fb4-4a90-8247-80cc61268010,margaretschneider,3,15,female,8,"[[0.1377706638, 'fear'], [0.0909282114, 'sad'], [0.3067430353, 'angry'], [0.0745864702, 'surprise'], [0.33309686650000003, 'neutral'], [0.056874752800000004, 'happy']]",sitting,looking_straight,cheer,ray-stevens_avery.com,miller-silva_ross-garrett.com,neutral,1
2021-12-19 08:54:15,fd12f41f-2fb4-4a90-8247-80cc61268010,wsmith,5,34,female,7,"[[0.19681449010000002, 'happy'], [0.0680949215, 'fear'], [0.3260946081, 'angry'], [0.0963197139, 'neutral'], [0.0994908665, 'surprise'], [0.21318539990000002, 'sad']]",dancing,looking_straight,scream,james-casey_lee-miller.com,hall_walker.com,angry,1
2021-12-19 08:54:20,fd12f41f-2fb4-4a90-8247-80cc61268010,madisonbell,3,37,male,7,"[[0.1268253863, 'surprise'], [0.1358984417, 'angry'], [0.3585835805, 'fear'], [0.147715242, 'neutral'], [0.13638539560000001, 'happy'], [0.094591954, 'sad']]",talking,looking_straight,LaughOutLoud,ramirez_downs.info,carter_smith.com,fear,1
2021-12-19 08:54:25,fd12f41f-2fb4-4a90-8247-80cc61268010,kaneellen,1,40,female,8,"[[0.3648286394, 'neutral'], [0.020661042100000002, 'angry'], [0.3420817608, 'fear'], [0.012705671, 'happy'], [0.2551666529, 'sad'], [0.0045562338, 'surprise']]",talking,looking_away,LaughOutLoud,west_lopez.com,smith-brown_jensen-dominguez.com,neutral,0
2021-12-19 08:54:30,fd12f41f-2fb4-4a90-8247-80cc61268010,jamienorman,5,48,male,7,"[[0.6218594903, 'happy'], [0.12135330100000001, 'surprise'], [0.0302706581, 'neutral'], [0.0958708415, 'fear'], [0.0036754554, 'sad'], [0.1269702536, 'angry']]",walking,looking_straight,cheer,walker-jones_weaver.biz,garner-santos_flores-lopez.org,happy,1
2021-12-19 08:54:35,fd12f41f-2fb4-4a90-8247-80cc61268010,amber63,4,71,female,9,"[[0.0082967062, 'angry'], [0.2357935848, 'happy'], [0.020751301200000002, 'neutral'], [0.2963389531, 'fear'], [0.4023355253, 'surprise'], [0.0364839295, 'sad']]",walking,looking_straight,scream,perkins-cruz_mays.biz,simon-smith_horton.biz,surprise,1
2021-12-19 08:54:40,fd12f41f-2fb4-4a90-8247-80cc61268010,mhughes,5,90,female,9,"[[0.0064649593, 'happy'], [0.36982135450000003, 'angry'], [0.4557080334, 'fear'], [0.09876281740000001, 'surprise'], [0.0209823323, 'neutral'], [0.048260503, 'sad']]",dancing,looking_away,cheer,lin_arroyo.com,travis_garcia.com,fear,0
2021-12-19 08:54:45,fd12f41f-2fb4-4a90-8247-80cc61268010,lonnie35,2,15,female,6,"[[0.3852124541, 'neutral'], [0.31513450860000003, 'happy'], [0.0203386392, 'surprise'], [0.044625592000000006, 'fear'], [0.1893553714, 'angry'], [0.0453334347, 'sad']]",jumping,looking_straight,cheer,pratt_parker.com,jones_jackson.com,neutral,1
2021-12-19 08:54:50,fd12f41f-2fb4-4a90-8247-80cc61268010,markbarnes,3,17,male,6,"[[0.14235506720000002, 'sad'], [0.18702782440000001, 'angry'], [0.0109283464, 'neutral'], [0.1759162577, 'surprise'], [0.0390852739, 'fear'], [0.44468723050000003, 'happy']]",dancing,looking_away,scream,navarro-smith_norris.info,hernandez_hess.com,happy,0
2021-12-19 08:54:55,fd12f41f-2fb4-4a90-8247-80cc61268010,douglasthompson,3,35,male,6,"[[0.1063844988, 'surprise'], [0.04733771, 'happy'], [0.2746088224, 'sad'], [0.1497684909, 'angry'], [0.1220248045, 'fear'], [0.2998756734, 'neutral']]",talking,looking_straight,scream,vasquez-shah_hurley.com,davis-frank_harrison-valenzuela.info,neutral,1
2021-12-19 08:55:00,fd12f41f-2fb4-4a90-8247-80cc61268010,kevin21,5,66,male,7,"[[0.1416127401, 'happy'], [0.0256093784, 'angry'], [0.173769908, 'sad'], [0.2321738687, 'fear'], [0.38217966540000003, 'surprise'], [0.044654439500000004, 'neutral']]",dancing,looking_away,cheer,vazquez_stanley-newman.com,norris-johnson_harris-davis.org,surprise,0
2021-12-19 08:55:05,fd12f41f-2fb4-4a90-8247-80cc61268010,dlyons,3,82,female,6,"[[0.1034655565, 'neutral'], [0.0444754454, 'surprise'], [0.20254481270000002, 'fear'], [0.2894794983, 'sad'], [0.2271294849, 'happy'], [0.132905202, 'angry']]",dancing,looking_straight,cheer,williams_huffman-hanna.biz,lawson_deleon.org,sad,1
2021-12-19 08:55:10,24479ef6-21af-4a09-b5ac-9bcd55c50269,matthewmurray,1,16,male,10,"[[0.3610401013, 'fear'], [0.1923629348, 'happy'], [0.11947216990000001, 'surprise'], [0.1208680771, 'angry'], [0.0084375504, 'neutral'], [0.1978191666, 'sad']]",walking,looking_straight,scream,espinoza-perry_mathis.com,miller_davis-patterson.com,fear,1
2021-12-19 08:55:15,24479ef6-21af-4a09-b5ac-9bcd55c50269,carlsongregory,2,66,female,6,"[[0.0181714444, 'neutral'], [0.049329031700000005, 'fear'], [0.3290345939, 'happy'], [0.021529834100000003, 'surprise'], [0.44837477530000003, 'sad'], [0.1335603206, 'angry']]",talking,looking_straight,cheer,smith_stevens-jones.biz,thomas_rivera-jackson.com,sad,1
2021-12-19 08:55:20,24479ef6-21af-4a09-b5ac-9bcd55c50269,bradleyflores,2,21,female,6,"[[0.125227259, 'sad'], [0.0579044367, 'happy'], [0.2361493755, 'surprise'], [0.0577875286, 'angry'], [0.49090668390000003, 'neutral'], [0.0320247163, 'fear']]",sitting,looking_straight,scream,wright_jensen-powell.net,patrick_mora.info,neutral,1
2021-12-19 08:55:25,24479ef6-21af-4a09-b5ac-9bcd55c50269,bryan76,4,77,male,10,"[[0.0143096651, 'happy'], [0.3504166737, 'fear'], [0.0614293785, 'sad'], [0.160101762, 'surprise'], [0.056170472400000004, 'neutral'], [0.3575720483, 'angry']]",dancing,looking_away,scream,hood-thomas_walker-baker.com,reid_jordan.info,angry,0
2021-12-19 08:55:30,24479ef6-21af-4a09-b5ac-9bcd55c50269,anthony79,4,46,female,8,"[[0.0094507551, 'surprise'], [0.2017815265, 'angry'], [0.3708200694, 'fear'], [0.0833022375, 'happy'], [0.0905030103, 'sad'], [0.2441424013, 'neutral']]",jumping,looking_away,LaughOutLoud,soto_williams.com,murray_carpenter.com,fear,0
2021-12-19 08:55:35,24479ef6-21af-4a09-b5ac-9bcd55c50269,gbutler,1,58,female,9,"[[0.07685176, 'sad'], [0.2919725741, 'neutral'], [0.0059681491, 'fear'], [0.2320139437, 'surprise'], [0.2105860242, 'angry'], [0.182607549, 'happy']]",walking,looking_straight,scream,houston_carlson.com,smith-dyer_garcia.com,neutral,1
2021-12-19 08:55:40,24479ef6-21af-4a09-b5ac-9bcd55c50269,leeevan,5,48,male,10,"[[0.0755622952, 'angry'], [0.2173101852, 'surprise'], [0.4697793635, 'fear'], [0.0160895638, 'happy'], [0.0476556204, 'neutral'], [0.1736029719, 'sad']]",sitting,looking_away,LaughOutLoud,golden_simpson.com,lewis-patton_todd.com,fear,0
2021-12-19 08:55:45,24479ef6-21af-4a09-b5ac-9bcd55c50269,lauren55,3,29,male,9,"[[0.015809316, 'fear'], [0.2855685871, 'neutral'], [0.0202943181, 'surprise'], [0.4152372065, 'sad'], [0.2353733818, 'happy'], [0.027717190500000002, 'angry']]",talking,looking_straight,LaughOutLoud,russell_levy.com,shaw_daugherty.biz,sad,1
2021-12-19 08:55:50,24479ef6-21af-4a09-b5ac-9bcd55c50269,ryan20,5,40,female,9,"[[0.0746990823, 'neutral'], [0.1899814032, 'happy'], [0.0316021368, 'sad'], [0.3698690056, 'angry'], [0.1878989212, 'surprise'], [0.14594945080000002, 'fear']]",dancing,looking_away,LaughOutLoud,valencia_keller-coleman.com,jordan_hess.com,angry,0
2021-12-19 08:55:55,24479ef6-21af-4a09-b5ac-9bcd55c50269,mark56,5,69,male,5,"[[0.0922452146, 'happy'], [0.2437050893, 'angry'], [0.1815563093, 'neutral'], [0.18578393040000002, 'surprise'], [0.1678764941, 'fear'], [0.1288329623, 'sad']]",sitting,looking_straight,scream,mason_bell.net,jenkins_mendoza-fisher.com,angry,1
2021-12-19 08:56:00,24479ef6-21af-4a09-b5ac-9bcd55c50269,donald87,1,18,male,9,"[[0.11582358870000001, 'happy'], [0.3709471554, 'neutral'], [0.0136183801, 'angry'], [0.1401278917, 'surprise'], [0.1017338019, 'sad'], [0.2577491822, 'fear']]",dancing,looking_away,LaughOutLoud,brown-brown_blair-munoz.org,cooper_jackson.biz,neutral,0
2021-12-19 08:56:05,24479ef6-21af-4a09-b5ac-9bcd55c50269,tiffanypennington,5,18,male,8,"[[0.09799987510000001, 'surprise'], [0.40953170790000004, 'fear'], [0.014507668000000001, 'sad'], [0.2813608834, 'angry'], [0.1490103578, 'neutral'], [0.0475895079, 'happy']]",walking,looking_straight,LaughOutLoud,mcguire-reid_miller-hernandez.org,cummings_parker-thomas.com,fear,1
2021-12-19 08:56:10,24479ef6-21af-4a09-b5ac-9bcd55c50269,mosleyjerry,2,90,female,8,"[[0.048616983200000005, 'fear'], [0.0524708973, 'happy'], [0.5592747729, 'neutral'], [0.129812604, 'angry'], [0.0508454317, 'sad'], [0.1589793108, 'surprise']]",walking,looking_straight,scream,acosta_murphy.net,lawson-ellis_king.com,neutral,1
2021-12-19 08:56:15,24479ef6-21af-4a09-b5ac-9bcd55c50269,hernandezcathy,4,55,female,8,"[[0.038553994700000004, 'sad'], [0.27755779080000004, 'fear'], [0.0656445402, 'surprise'], [0.057869208400000004, 'neutral'], [0.0120861823, 'happy'], [0.5482882836, 'angry']]",sitting,looking_away,scream,harris_sampson.com,brown_simmons-butler.com,angry,0
